CONSECUTIVO;COMPONENTE;COMPETENCIA;ESTRATEGIA;GRADO INICIO;GRADO FINAL;GRUPO GRADO;GRADO UNICO;IDDOCENTE
2198;44;Promueve en el medio escolar relaciones de cooperación, solidaridad y trabajo en equipo.;;8;8;8-8;8;admin
2199;41;Describe cuál es el origen de la comunidad  humana, desde la perspectiva teológica del Antiguo Testamento.;;8;8;8-8;8;admin
2200;41;"Explica la importancia para la historia del pueblo de Israel   la expresión “Yo seré vuestro Dios y vosotros seréis mi pueblo""";;8;8;8-8;8;admin
2201;41;Explica las características del pueblo elegido.;;8;8;8-8;8;admin
2202;41;Precisa cuáles son los grandes personajes en la historia del pueblo escogido.;;8;8;8-8;8;admin
2203;41;Conoce los eventos  y fiestas del pueblo de Israel  con los cuales fortalecían su identidad y la conciencia de su misión. ;;8;8;8-8;8;admin
2204;42;Sustenta la forma como Dios realiza su plan de salvación  para toda la humanidad a través de la historia de Israel.;;8;8;8-8;8;admin
2205;42;Da razones del origen del mal y del pecado en la humanidad  teniendo en cuenta los aportes de  la Revelación.;;8;8;8-8;8;admin
2206;42;Sustenta con argumentos bíblicos que el amor  es elemento fundamental para la conformación de  una comunidad auténtica.;;8;8;8-8;8;admin
2207;42;Da cuenta de acontecimientos, situaciones y eventos que ayudaron a Israel a constituirse como pueblo.;;8;8;8-8;8;admin
2208;43;Sabe confrontar , a partir de textos bíblicos del A.T., la vocación que tiene el ser humano de pertenencia a una comunidad;;8;8;8-8;8;admin
2209;43;Aprecia el aporte de los grandes personajes del pueblo escogido, y lo confronta con la misión y las actitudes necesarias dentro de una comunidad.;;8;8;8-8;8;admin
2210;43;Se cuestiona sobre la identidad  como integrante del pueblo de Dios.;;8;8;8-8;8;admin
2211;44;Plantea soluciones a los conflictos que se presentan hoy perjudicando la comunidad nacional, teniendo en cuenta los la forma como  eran solucionados  en el pueblo de Israel.;;8;8;8-8;8;admin
2212;44;Aporta en su grupo lo necesario para que haya una convivencia pacífica según los criterios de la ley del amor de Dios dada al pueblo de Israel.;;8;8;8-8;8;admin
2213;41;Identifica a los doce apóstoles y explica el proceso de su vocación y seguimiento de Cristo…;;8;8;8-8;8;admin
2214;41;Interpreta  adecuadamente los textos bíblicos que refieren la resurrección y ascensión de Cristo al cielo y Pentecostés.;;8;8;8-8;8;admin
2215;41;Identifica las características asignadas por Jesús a la comunidad de sus discípulos referentes  a  su ser y su misión.;;8;8;8-8;8;admin
2216;41;Reconoce la misión de Jesús como Mesías, profeta, Rey y Señor, para la comunidad de los discípulos.;;8;8;8-8;8;admin
2217;42;Explica por qué y para qué fueron elegidos los doce apóstoles.;;8;8;8-8;8;admin
2218;42;Explica la relación entre la pascua de Cristo, la ascensión al cielo y el envío del Espíritu Santo.;;8;8;8-8;8;admin
2219;42;Establece las diferencias entre un equipo de trabajo y una comunidad, teniendo en cuenta los criterios de comunión dados por  Jesucristo.;;8;8;8-8;8;admin
2220;42;Sustenta, a partir de textos bíblicos, la vocación de los apóstoles,  de los discípulos y de los acontecimientos fundacionales de la Iglesia ;;8;8;8-8;8;admin
2221;43;Confronta las actitudes de la vida diaria de los cristianos  con las exigencias que Jesús hace a sus discípulos.;;8;8;8-8;8;admin
2222;43;Confronta  su identidad religiosa teniendo en cuenta la Palabra de Dios.;;8;8;8-8;8;admin
2223;43;Valora  su capacidad de servicio a la luz de los criterios evangélicos que dio Jesús a  sus discípulos.;;8;8;8-8;8;admin
2224;44;Promueve campañas  que ayuden a descubrir las actitudes influyentes en la convivencia humana  según la enseñanza de Jesús.;;8;8;8-8;8;admin
2225;44;Emplea el arte, la música y la tradición religiosa para difundir los episodios de la vida de Jesús y los Apóstoles en la formación de las comunidades  cristianas.;;8;8;8-8;8;admin
2226;41;Identifica en las primeras comunidades cristianas un modelo de auténtica vida comunitaria. ;;8;8;8-8;8;admin
2227;41;Identifica los  criterios eclesiales del amor y de la unidad para la lectura  y comprensión de la historia de la Iglesia. ;;8;8;8-8;8;admin
2228;41;Identifica las grandes acciones de la Iglesia en la historia en los campos social, educativo, cultural, artístico…;;8;8;8-8;8;admin
2229;41;Reconoce la relación histórica que se ha dado entre las culturas y el Evangelio.;;8;8;8-8;8;admin
2230;41;Conoce los principios y acciones que rigen el diálogo ecuménico. ;;8;8;8-8;8;admin
2231;41;Reconoce el papel de   María en la vida de la Iglesia. ;;8;8;8-8;8;admin
2232;42;Puede explicar las causas históricas y divinas que dieron origen a la comunidad cristiana.;;8;8;8-8;8;admin
2233;42;Sustenta el sentido y significado de la Eucaristía para la vida de comunidad eclesial.;;8;8;8-8;8;admin
2234;42;Sustenta la forma como el Espíritu Santo asiste la Iglesia a través del tiempo. ;;8;8;8-8;8;admin
2235;42;Reconoce el sentido de la santidad en la vida de la Iglesia.;;8;8;8-8;8;admin
2236;42; Explica los grandes momentos de la evangelización en América Latina y en Colombia.;;8;8;8-8;8;admin
2237;43;Valora las pequeñas comunidades al interno de la Iglesia, casa y lugar de comunión, que están a su alcance, para vivir en comunidad eclesial.;;8;8;8-8;8;admin
2238;43;Valora la importancia de pertenecer a una comunidad eclesial, ya sea diócesis, parroquia o comunidad de  fe (culto).;;8;8;8-8;8;admin
2239;43;Reconoce la necesidad que todo cristiano tiene de integrarse a la comunidad eclesial para fortalecerse con la celebración litúrgica, la oración y el apostolado.;;8;8;8-8;8;admin
2240;44;Promueve el respeto  con la identidad y pertenencia religiosa de sus compañeros y sus familias.;;8;8;8-8;8;admin
2241;44;Se preocupa por dar a conocer la acción  social de la Iglesia para ayudar a las personas.;;8;8;8-8;8;admin
2242;44;Defiende las armas que el espíritu Santo da a la Iglesia para realizar su acción evangelizadora en Colombia, barrio…;;8;8;8-8;8;admin
2243;41;Conoce la estructura moral de la persona y el funcionamiento de sus  procesos cognoscitivos, volitivos y afectivos en la vida moral.;;9;9;9-9;9;admin
2244;41;Conoce los grandes dilemas morales a los cuales se ve enfrentado el adulto, el joven y el niño de hoy.;;9;9;9-9;9;admin
2245;41;Distingue las características del componente moral de las religiones monoteístas.;;9;9;9-9;9;admin
2246;41;Conoce los grandes acuerdos y acciones de las religiones en temas éticos influyentes en la convivencia ciudadana.;;9;9;9-9;9;admin
2247;42;Distingue entre la ley civil y la ley moral, deber legal y deber moral.;;9;9;9-9;9;admin
2248;42;Sabe distinguir e integrar criterios éticos y criterios de moral religiosa.;;9;9;9-9;9;admin
2249;42;Establece las relaciones de diferencia, semejanza y complementariedad entre ética ciudadana y moral religiosa.;;9;9;9-9;9;admin
2250;42;Es capaz de resolver dilemas morales teniendo en cuenta los criterios de moralidad según las religiones monoteístas.;;9;9;9-9;9;admin
2251;42;Posee métodos y procedimientos adecuados para la búsqueda de acuerdos sobre pautas de comportamiento y convivencia ciudadana.;;9;9;9-9;9;admin
2252;43;Valora la importancia de la conciencia moral en el proceso formativo y en la vida social.;;9;9;9-9;9;admin
2253;43;Valora actos y comportamientos humanos, teniendo en cuenta los criterios de la moral.  ;;9;9;9-9;9;admin
2254;43;Confronta sus actos y comportamientos con los criterios de la moral.;;9;9;9-9;9;admin
2255;43;Es respetuoso de los derechos de libertad de conciencia.;;9;9;9-9;9;admin
2256;44;Promociona campañas para la convivencia ciudadana teniendo en cuenta los criterios éticos y morales  de amor, respeto y perdón.;;9;9;9-9;9;admin
2257;44;Defiende la necesidad de formar la conciencia mortal de sus compañeros.;;9;9;9-9;9;admin
2258;44;Busca la forma de analizar actitudes y comportamientos de  la sociedad  que atentan contra la dignidad de la persona, y la necesidad de enfrentarlas y orientarlas con criterios morales.;;9;9;9-9;9;admin
2259;41;Conoce el sentido de los relatos del génesis sobre el paraíso, el pecado, los efectos del pecado y la promesa de salvación.;;9;9;9-9;9;admin
2260;41;Descubre la importancia de la Alianza para el pueblo de Israel y el aporte moral de los diez mandamientos. ;;9;9;9-9;9;admin
2261;41;Ubica la intervención de cada Profeta según los criterios teológicos de la fidelidad y la infidelidad a la Alianza.;;9;9;9-9;9;admin
2262;41;Identifica los criterios de ética y moral que ofrece la literatura sapiencial.;;9;9;9-9;9;admin
2263;42;Sabe explicar la jerarquía de valores que poseía el pueblo de Israel y  la forma como respondía a las crisis morales a la luz de la Alianza con Yahvé.;;9;9;9-9;9;admin
2264;42;Sustenta las consecuencias del mal y del pecado a partir de los relatos del Génesis.;;9;9;9-9;9;admin
2265;42;Sustenta a partir de los criterios que del Antiguo Testamento el manejo de la libertad humana y la autonomía moral de la persona.;;9;9;9-9;9;admin
2266;42;Descubre la identidad que obtiene el Pueblo de Israel;;9;9;9-9;9;admin
2267;42;a partir de los criterios  morales que ofrecen los Diez Mandamientos.;;9;9;9-9;9;admin
2268;42;Distingue los atributos y el proceder de Dios frente al comportamiento de Israel.;;9;9;9-9;9;admin
2269;43;Confronta su vida personal con la experiencia moral y religiosa del pueblo de Israel.;;9;9;9-9;9;admin
2270;43;Compara la identidad del pueblo de Israel según  la Alianza y el Decálogo, con la identidad del cristiano y de la Iglesia de hoy.;;9;9;9-9;9;admin
2271;43;Valora  el aporte de las enseñanzas bíblicas sobre la moral para la vida cotidiana y para sustentar  conversaciones sobre temas morales.;;9;9;9-9;9;admin
2272;44;Hace campañas o se preocupa por ayudar a resolver las crisis morales que tiene la sociedad y que son, por tanto, retos para los jóvenes hoy.;;9;9;9-9;9;admin
2273;44;Promueve la libertad y la felicidad que surgen de la vivencia del Decálogo;;9;9;9-9;9;admin
2274;41;Conoce el sentido de la relación entre el  Decálogo y el mandamiento nuevo del amor. Jesús perfecciona la Ley.;;9;9;9-9;9;admin
2275;41;Analiza las actitudes y valores que presenta Jesús en las Bienaventuranzas.;;9;9;9-9;9;admin
2276;41;Comprende la necesidad de fe y el poder del Espíritu para poder vivir a la manera de Cristo.;;9;9;9-9;9;admin
2277;41;Identifica las actitudes propias del discípulo de Jesús para vivir la moral cristiana.;;9;9;9-9;9;admin
2278;42;Explica cómo ayudan los mandamientos a vivir la relación con Dios y con sus semejantes.;;9;9;9-9;9;admin
2279;42;Explica el pensamiento de Jesús en su mandamiento del amor, que hace pleno la vivencia del Decálogo.  ;;9;9;9-9;9;admin
2280;42;Sabe responder a los problemas y situaciones morales del mundo actual con el pensamiento y las enseñanzas de Jesús al respecto. ;;9;9;9-9;9;admin
2281;42;Sabe relacionar la moral cristiana con las virtudes teologales.;;9;9;9-9;9;admin
2282;43;Aprovecha el conocimiento de  los criterios de la moral cristiana para aplicarla a  situaciones de la vida cotidiana.;;9;9;9-9;9;admin
2283;43;Se apoya en citas Bíblicas  para Iluminar situaciones, crisis o conflictos morales.;;9;9;9-9;9;admin
2284;44;Sabe impulsar las consecuencias sociales de las exigencias morales del evangelio.;;9;9;9-9;9;admin
2285;44;Aprovecha el testimonio de personas de su comunidad que  viven  de acuerdo con la moral cristiana para compartir con ellas su experiencia y fortalecer así  la moral de los jóvenes de su entorno;;9;9;9-9;9;admin
2286;44;Promueve en su medio el conocimiento y  vivencia de las enseñanzas morales de Cristo.;;9;9;9-9;9;admin
2287;41;Posee una visión precisa sobre el valor del Magisterio de la Iglesia y su función al servicio de la calidad de la vida ética y moral de los pueblos y las personas.;;9;9;9-9;9;admin
2288;41;Conoce el sentido de las expresiones “Ley”, “gracia” y “justificación”, así como su significado en relación con la vida moral del cristiano.;;9;9;9-9;9;admin
2289;41;Identifica los medios que posee la Iglesia para orientar y alimentar el crecimiento en la vida moral cristiana de sus miembros.;;9;9;9-9;9;admin
2290;41;Conoce los grandes acuerdos y acciones conjuntas de las Iglesias involucradas en el diálogo ecuménico, en el campo de los valores éticos y morales.;;9;9;9-9;9;admin
2291;42;Sabe establecer diferencias y semejanzas entre la enseñanza de la Iglesia y los principios de acuerdos internacionales de los Estados sobre temas como el medio ambiente, los derechos humanos, la vida humana, la salud, la procreación, la sexualidad…;;9;9;9-9;9;admin
2292;42;Sabe tener en cuenta  la vida ejemplar   ética, moral y religiosa de María y de los Santos  para  confrontar la forma de vida de hoy. ;;9;9;9-9;9;admin
2293;42;Tiene capacidad crítica para discernir los valores presentes en la cultura  acordes con la enseñanza moral del Evangelio, así como los juicios de valor contrarios a esta moral.;;9;9;9-9;9;admin
2294;43;Analiza y confronta sus opciones y comportamientos morales a la luz de la Palabra de Dios y las enseñanzas del Magisterio de la Iglesia.;;9;9;9-9;9;admin
2295;43;Manifiesta firmeza de voluntad y carácter para vivir el compromiso moral cristiano.;;9;9;9-9;9;admin
2296;43;Defiende el valor y sentido de la vida apoyándose en textos bíblicos.;;9;9;9-9;9;admin
2297;43;Valora los Sacramentos como fortaleza para vivir la moral cristiana.;;9;9;9-9;9;admin
2298;44;Es capaz de intervenir en foros y eventos en los cuales se abordan temas éticos y morales para jóvenes, argumentando con la enseñanza moral del Evangelio.;;9;9;9-9;9;admin
2299;44;Reconoce y valora en su entorno la presencia de testigos ejemplares de la fe y la moral cristiana, y promueve en los demás la disposición para escuchar dicho testimonio.;;9;9;9-9;9;admin
2300;44;Promueve los aportes de la moral cristiana para una vida saludable, en sus dimensiones física, psíquica, espiritual y moral.;;9;9;9-9;9;admin
2301;41;Conoce los aportes de la filosofía, la psicología y la educación en la búsqueda del sentido de la vida.;;10;10;10-10;10;admin
2302;41;Identifica el aporte del mundo empresarial y laboral a la acción educativa y la necesidad de formar jóvenes con sentido de liderazgo, alta autoestima y mentalidad competente.;;10;10;10-10;10;admin
2303;41;Conoce las políticas que a favor de los jóvenes y desde los jóvenes se desarrollan en el país.;;10;10;10-10;10;admin
2304;41;Comprende el aporte de la religión en la estructuración de la personalidad y en la búsqueda del sentido de la vida.;;10;10;10-10;10;admin
2305;42;Tiene un sentido crítico frente a los modelos de vida que se presentan en la cultura y en los medios de comunicación social.;;10;10;10-10;10;admin
2306;42;Es capaz de recoger los aportes de diversas ciencias humanas y sociales y utilizarlos en la construcción de su personalidad.;;10;10;10-10;10;admin
2307;42;Identifica el aporte de la experiencia religiosa en la promoción del valor del sentido de  la vida.;;10;10;10-10;10;admin
2308;43;Tiene alto sentido de la vida, destacando la importancia de su identidad y pertenencia a la comunidad local y al país.;;10;10;10-10;10;admin
2309;43;Valora el aporte de la experiencia religiosa y del humanismo en el valor y sentido de la vida. ;;10;10;10-10;10;admin
2310;43;Trabaja en su proyecto de vida para la formación personal con interés y dedicación.;;10;10;10-10;10;admin
2311;43;Es capaz de autorreflexión y revisión de su vida con el fin de potenciar sus destrezas y habilidades.;;10;10;10-10;10;admin
2312;44;Promueve  las entidades y organismos que trabajan en su medio a favor de la juventud y por la vida. ;;10;10;10-10;10;admin
2313;44;Participa en eventos, espacios y actividades orientadas a fomentar la vida sana y el uso creativo del tiempo libre.;;10;10;10-10;10;admin
2314;44;Promueve acciones a favor de la cultura de la vida, la superación personal, la solidaridad, la austeridad, la autoestima y la mentalidad competente.;;10;10;10-10;10;admin
2315;41;Comprende el valor que tiene la vida en al plan salvífico e Dios.;;10;10;10-10;10;admin
2316;41;Conoce los criterios con los cuales Israel lee e interpreta su historia de éxitos y de fracasos.;;10;10;10-10;10;admin
2317;41;Interpreta correctamente episodios y textos del Antiguo Testamento que se relacionan con el valor y el sentido de la vida.;;10;10;10-10;10;admin
2318;41;Identifica las características y actitudes de los grandes personajes de Israel y su incidencia en el proyecto de vida del pueblo.;;10;10;10-10;10;admin
2319;42;Sustenta, con base en citas bíblicas del Antiguo Testamento, los designios de Dios para  orientar la vida de su pueblo Israel y de la humanidad.;;10;10;10-10;10;admin
2320;42;Explica textos bíblicos relacionados con la opción por la vida y toda clase de vida.;;10;10;10-10;10;admin
2321;42;Argumenta el carácter sagrado de la vida humana hecha a imagen y semejanza de Dios.;;10;10;10-10;10;admin
2322;42;Reconoce el contexto al cual respondieron los líderes de Israel en nombre de Yahvé.;;10;10;10-10;10;admin
2323;43;Consulta la Biblia para elaborar el proyecto personal de vida.;;10;10;10-10;10;admin
2324;43;Tiene en cuenta  los valores  de liderazgo social y religioso de los grandes personajes de Israel,  para elaborar  su  proyecto personal de vida.;;10;10;10-10;10;admin
2325;44;Defiende el valor y sentido de la vida en su entorno apoyándose en textos bíblicos.;;10;10;10-10;10;admin
2326;44;Se interesa por conocer la situación de su pueblo, a ejemplo de los profetas del Antiguo Testamento, para promover actividades en beneficio del sentido de la vida.;;10;10;10-10;10;admin
2327;44;Difunde la experiencia religiosa como la mejor manera para que las personas encuentren el sentido a la vida.;;10;10;10-10;10;admin
2328;41;Descubre el valor de la vida y la dignidad de la persona a la luz del proyecto de vida de Jesús.;;10;10;10-10;10;admin
2329;41;Identifica  las diferencias de pensamiento y actitudes del proyecto de vida de Jesús ante el proyecto ofrecido por los opositores al Reino de Dios.;;10;10;10-10;10;admin
2330;41;Identifica las actitudes  que hacen obediente a Jesús ante la voluntad del Padre.;;10;10;10-10;10;admin
2331;41;Identifica las características de poder y autoridad asumidos por los apóstoles con la fuerza del Espíritu Santo.;;10;10;10-10;10;admin
2332;42;Sustenta su  proyecto de vida a la luz del proyecto de vida de Jesús.;;10;10;10-10;10;admin
2333;42;Reconoce textos del Evangelio relacionados con el proyecto de la vida de Jesús.;;10;10;10-10;10;admin
2334;42;Reconoce la incidencia de la misión de Cristo y la misión de los apóstoles en los contextos judío y gentil.;;10;10;10-10;10;admin
2335;42;Sustenta los criterios de vida de Jesús como alternativas felices para la vida de hoy. ;;10;10;10-10;10;admin
2336;43;Tiene conciencia de la necesidad de identidad que tiene el cristiano hoy.;;10;10;10-10;10;admin
2337;43;Integra en su proyecto de vida la misión, la visión y los valores del proyecto de vida de Jesús.;;10;10;10-10;10;admin
2338;43;Manifiesta actitudes de respeto frente a la oración y la Palabra de Dios.;;10;10;10-10;10;admin
2339;44;Crea situaciones, (campañas, eventos..)  que ayuden a corregir actitudes y situaciones contrarias a los valores evangélicos.;;10;10;10-10;10;admin
2340;44;Promueve el servicio y  entusiasmo cristianos en beneficio de los estudiantes más necesitados. (los que van académicamente mal…);;10;10;10-10;10;admin
2341;44;Se preocupa por formar grupos de trabajo y de reflexión en función de la comunidad escolar.;;10;10;10-10;10;admin
2342;41;Conoce las enseñanzas de la Iglesia en su preocupación por la integridad de las personas, con énfasis en la defensa de la niñez y la juventud.;;10;10;10-10;10;admin
2343;41;Identifica y diferencia las vocaciones comunes y las específicas que se viven dentro de la Iglesia.;;10;10;10-10;10;admin
2344;41;Conoce experiencias significativas de personas que han acogido el llamado de Dios a realizar misiones especiales de servicio a la Iglesia y a la sociedad.;;10;10;10-10;10;admin
2345;41;Distingue la forma de dar inspiración cristiana a un proyecto de vida personal y comunitaria.;;10;10;10-10;10;admin
2346;42;Establece relaciones de semejanza y de complementariedad entre las diversas vocaciones, profesión y estados de vida en la Iglesia.;;10;10;10-10;10;admin
2347;42;Tiene  criterios para interpretar los hechos y situaciones de la vida a la luz de las orientaciones eclesiales. ;;10;10;10-10;10;admin
2348;42;Sabe analizar y valorar la experiencia de personas que han acogido el llamado de Dios a realizar una misión especial de servicio a la Iglesia y la sociedad.;;10;10;10-10;10;admin
2349;42;Sustenta la acción de la Iglesia por la promoción de la integridad de la persona y la defensa de la educación de la niñez y la juventud.;;10;10;10-10;10;admin
2350;42;Valora el Ecumenismo y el diálogo interreligioso como una forma de responsabilidad conjunta por un mundo mejor.;;10;10;10-10;10;admin
2351;43;Explora su camino vocacional, sus aptitudes profesionales y estado de vida  a la luz  de los criterios eclesiales.;;10;10;10-10;10;admin
2352;43;Valora la Oración  para pedir a Dios el don de discernimiento sobre su vocación hacia el estado de vida y  la profesión que  ha de elegir.;;10;10;10-10;10;admin
2353;43;Elabora su proyecto personal de vida, inspirado en el proyecto de vida de Jesús y con la ayuda de las ciencias humanas. ;;10;10;10-10;10;admin
2354;44;Impulsa las entidades y organismos de Iglesia que trabajan en la pastoral de la niñez y la juventud.;;10;10;10-10;10;admin
2355;44;Promueve el testimonio de laicos que dan un sentido cristiano al ejercicio de su profesión, en su entorno.;;10;10;10-10;10;admin
2356;44;Planea campañas con sus compañeros para analizar la necesidad de optar por un estado de vida feliz.;;10;10;10-10;10;admin
2357;41;Comprende los principios generales de orden antropológico y moral que se derivan de la naturaleza social del ser humano.;;11;11;11-11;11;admin
2358;41;Identifica el fundamento ético de los derechos humanos.;;11;11;11-11;11;admin
2359;41;Identifica los problemas, conflictos y necesidades de la sociedad colombiana.;;11;11;11-11;11;admin
2360;41;Conoce las características de la globalización económica y su repercusión en la vida social del país.;;11;11;11-11;11;admin
2361;41;Conoce el marco constitucional y legal que facilita la participación de las Iglesias y Confesiones religiosas y su contribución al mejoramiento social. ;;11;11;11-11;11;admin
2362;41;Identifica la función social de la religión en la sociedad.;;11;11;11-11;11;admin
2363;42;Relaciona, compara y advierte las debilidades y fortalezas de la Globalización.;;11;11;11-11;11;admin
2364;42;Argumenta con sentido crítico acerca de la realidad social del país.;;11;11;11-11;11;admin
2365;42;Analiza la dimensión ética de los modelos sociales, políticos, culturales, civiles y económicos  que hay en Colombia.;;11;11;11-11;11;admin
2366;42;Analiza y valora los pronunciamientos  y acciones de las Iglesias a favor de los desechos humanos.;;11;11;11-11;11;admin
2367;43;En su formación y condición de bachiller, se preocupa  por la moral social de su país. ;;11;11;11-11;11;admin
2368;43;Manifiesta  interés  por estar informado acerca de la realidad del país.;;11;11;11-11;11;admin
2369;43;Ejerce con responsabilidad sus deberes y derechos  como estudiante, con miras a  la construcción de la familia y  la sociedad.;;11;11;11-11;11;admin
2370;44;Desarrolla iniciativas para el servicio social a favor de los más necesitados de la sociedad.;;11;11;11-11;11;admin
2371;44;Sabe ejercer sus derechos de libertad de conciencia y de religión.;;11;11;11-11;11;admin
2372;44;Promueve campañas en beneficio de la moral social de su entorno.;;11;11;11-11;11;admin
2373;44;Valora la presencia de Iglesias y confesiones religiosas en la sociedad colombiana y su contribución al mejoramiento social.;;11;11;11-11;11;admin
2374;41;Identifica el sentido religioso y político del Éxodo.;;11;11;11-11;11;admin
2375;41;Reconoce la experiencia de Dios Liberador que tiene el Pueblo  de Israel. ;;11;11;11-11;11;admin
2376;41;Conoce el sentido que tiene la manifestación de Dios como defensor del pobre y oprimido, en la predicación de los profetas y en la literatura sapiencial.;;11;11;11-11;11;admin
2377;41;Identifica las virtudes y valores sobre  la enseñanza social contenida en el Antiguo Testamento.;;11;11;11-11;11;admin
2378;41;Sabe interpretar los textos bíblicos en su contexto geográfico, político, social y religioso.;;11;11;11-11;11;admin
2379;41;Identifica el mensaje universal que Dios revela desde los hechos de Israel para iluminar el desarrollo social de los pueblos hoy.;;11;11;11-11;11;admin
2380;42;Sabe explicar las consecuencias sociales  de  la infidelidad a la Alianza.;;11;11;11-11;11;admin
2381;42;Sustenta la afirmación de que Dios se revela en la historia de Israel y es protector y defensor del indigente y del oprimido.;;11;11;11-11;11;admin
2382;42;Explica la relación que los profetas establecen entre el conocimiento de Dios y el obrar con justicia, especialmente con el pobre y oprimido.;;11;11;11-11;11;admin
2383;42;Sabe establecer la relación entre el culto a Yahvé y la práctica de la justicia en la relación del Antiguo Testamento;;11;11;11-11;11;admin
2384;42;Sustenta la vigencia de los mandamientos del Decálogo para iluminar la realidad social de hoy.;;11;11;11-11;11;admin
2385;43;Toma conciencia de su vocación profética bautismal en relación con la justicia social de su entrono.;;11;11;11-11;11;admin
2386;43;Toma interés por los problemas sociales de hoy y la necesidad de afrontarlos según los conocimientos adquiridos. ;;11;11;11-11;11;admin
2387;43;Valora las orientaciones y aportes que dan los mandamientos del Decálogo para vivir  con dignidad la relación con los demás.;;11;11;11-11;11;admin
2388;43;Valora los principios y criterios de  la Revelación de Dios en el Antiguo Testamento sobre la justicia social.;;11;11;11-11;11;admin
2389;44;Promueve la aplicación del mensaje religioso del Antiguo Testamento al análisis de las situaciones sociales de hoy, especialmente en relación con la justicia.;;11;11;11-11;11;admin
2390;44;Reconoce la actualidad que tiene el mensaje universal del Antiguo Testamento en relación con la moral social y los problemas sociales de hoy;;11;11;11-11;11;admin
2391;41;Describe y sabe expresar la situación social, política y religiosa del pueblo judío y de los pueblos circundantes donde Jesús realiza su misión.   ;;11;11;11-11;11;admin
2392;41;Identifica la  respuesta y la actitud de Jesús frente a los conflictos sociables, políticos, económicos y religiosos de su tiempo.;;11;11;11-11;11;admin
2393;41;Identifica el impacto (Consecuencias) de la predicación del Evangelio por parte de los Apóstoles en las prácticas y formas de vida de las culturas y pueblos del mediterráneo.;;11;11;11-11;11;admin
2394;41;Compara las situaciones sociales en tiempo de Jesús con las de hoy, a partir de la propuesta del Reino de Dios.;;11;11;11-11;11;admin
2395;42;Explica el sentido social y religioso  de  pasajes  del Evangelio      como   la multiplicación de los panes,  el buen samaritano, el juicio de las naciones…entre otros…;;11;11;11-11;11;admin
2396;42;Clasifica y explica adecuadamente las circunstancias y  motivos del proceso que hicieron a Jesús y   la   relación   de   esas circunstancias con la voluntad de Dios.;;11;11;11-11;11;admin
2397;42;Encuentra en la propuesta de Jesús los criterios, valores y principios para sustentar el desarrollo social de las culturas y de los pueblos.;;11;11;11-11;11;admin
2398;43;Toma una actitud de interés frente a la propuesta de un proyecto de vida cristiana  que oriente e ilumine la sociedad de hoy.;;11;11;11-11;11;admin
2399;43;Revisa sus actitudes sociales a la luz de las exigencias del Evangelio.;;11;11;11-11;11;admin
2400;44;Promueve los valores de la solidaridad, la corresponsabilidad,  la paz, la justicia…,  inspirado en la vida y las enseñanzas  de Jesús.;;11;11;11-11;11;admin
2401;44;Proyecta una visión de sociedad basada en la enseñanza de Jesús.;;11;11;11-11;11;admin
2402;41;Identifica los  fundamentos de la Doctrina Social de la Iglesia para iluminar los problemas sociales del mundo de hoy;;11;11;11-11;11;admin
2403;41;Conoce   los   temas   y problemas tratados en la Doctrina  Social  de  la Iglesia.;;11;11;11-11;11;admin
2404;41;Conoce los principios y criterios que propone la Iglesia para el digno manejo de los bienes materiales a favor de las clases menos favorecidas.;;11;11;11-11;11;admin
2405;41;Identifica la repercusión (incidencia, consecuencias, beneficio) de la fe y la oración cristianas con el compromiso social.;;11;11;11-11;11;admin
2406;42;Contextualiza la  enseñanza social de la Iglesia, ubicando las Encíclicas y documentos sociales en el contexto de la problemática social a la  que responden.;;11;11;11-11;11;admin
2407;42;Establece la relación entre la Sagrada   Escritura   y   la doctrina social de la Iglesia.;;11;11;11-11;11;admin
2408;42;Valora integralmente el beneficio de la Pastoral social, la Doctrina Social y la vida celebrativa de la Iglesia para generar una sociedad según la nueva civilización del amor. ;;11;11;11-11;11;admin
2409;42;Valora los aportes de la Doctrina Social de la Iglesia para  América  Latina y Colombia.;;11;11;11-11;11;admin
2410;43;Siente la necesidad de construir la nueva sociedad de acuerdo a los criterios y planteamientos de la fe cristiana.  ;;11;11;11-11;11;admin
2411;43;Es capaz de hacer un juicio crítico desde el Evangelio sobre ideologías y paradigmas sociales para fundamentar sus actitudes sociales en el proyecto de vida personal.;;11;11;11-11;11;admin
2412;43;Fortalece su sentido de identidad con la misión social de la Iglesia como nuevo pueblo de Dios.;;11;11;11-11;11;admin
2413;44;Realiza acciones para promover la cultura de la solidaridad.;;11;11;11-11;11;admin
2414;44;Sabe realizar proyectos personales y sociales basados en la Doctrina social de la Iglesia, para la construcción de una nueva sociedad.;;11;11;11-11;11;admin
2415;44;Promueve la construcción de una nueva sociedad teniendo en cuenta los criterios de la civilización del amor promovidos por la Iglesia.;;11;11;11-11;11;admin
